"","Accession_ID","Integrated_P1","Integrated_P2"
"5293","Irma","PI616616","89.33.1"
"5294","Isabella","PI551477","Surprise_des_Halles"
"5295","Isaura","NA","NA"
"5296","Ischia","CIVRI30","O2N2-19"
"5297","ISF_74653","NA","NA"
"5298","ISF_80-52-1","PI551540","Unknown_FA_226"
"5299","ISF_8113113","ISF_74653","Vernie"
"5300","ISF_8114024","72C266P604","NA"
"5301","ISF_8114119","NC_3920","PI551873"
"5302","ISF_811412","NC_3920","PI551873"
"5303","Island","Lovett","NA"
"5304","Itasca_1886","Manchester","Seneca_Queen"
"5305","Ivanhoe","Crescent","President_Lincoln"
"5306","IVT_74112","Karina","PI551422"
"5307","IVT_76013","PI551561","PI551653"
"5308","Iwao_1","PI616627","Sel._USA"
"5309","J._Riffaud","NA","NA"
"5310","J.23","NA","NA"
"5311","J_16","NA","NA"
"5312","J2","G7","G8"
"5313","J45.40","NA","NA"
"5314","J92D12","NA","NA"
"5315","J973854","K88-4","PI616598"
"5316","J9L3-42","NA","NA"
"5317","James_Veitch","NA","NA"
"5318","James_Vick","Captain_Jack","NA"
"5319","Jana","NA","NA"
"5320","Jangha","Goha","Elsinore"
"5321","Janiss","NA","NA"
"5322","Jarbalo","Frances_Cleveland","NA"
"5323","Jenny_Lind","Old_Scarlet","Fay"
"5324","Jerry_Rusk","Bubach","Jessie"
"5325","Jersey_Queen","NA","NA"
"5326","Jessie","Sharpless","Miner"
"5327","Jewell","Jersey_Queen","Prince_of_Berries"
"5328","Jim","Willard","NA"
"5329","Jim_Dumas","Excelsior_1892","Unknown_FA_369"
"5330","Jingchengxiang","Tudla","Kinuama"
"5331","Jingchunxiang","01-12-15","Kinuama"
"5332","Jingliuxiang","88C024P603","Benihoppe"
"5333","Jingquanxiang","01-12-15","Benihoppe"
"5334","Jingtaoxiang","Darselect","PI679851"
"5335","Jingyao","Sachinoka","PI679851"
"5336","Jingyixiang","88C024P603","Benihoppe"
"5337","Jingyuxiang","88C024P603","Benihoppe"
"5338","Jingzangxiang","01-E-9","Benihoppe"
"5339","Jiu59-SS-1","NA","NA"
"5340","Jive","E1998-142","E1997-054"
"5341","Joan","Ananas_de_Guemene","Mastodon"
"5342","Joe","Glendale_Late","Unknown_FA_371"
"5343","Joe_Reiter","G7","G8"
"5344","Joe_Wheeler","Lady_Thompson","NA"
"5345","Joerica","Willard","NA"
"5346","Joghana","Unknown_FA_132","Asieta"
"5347","Johannes_Muller","Wunder_von_Kothen","NA"
"5348","John","Willard","NA"
"5349","John_Ruskin","Black_Prince","Dr._Hogg"
"5350","Johnson","Crescent","Hoffman"
"5351","Johnson's_Late","NA","NA"
"5352","Johong","PI617010","PI679851"
"5353","Joliette","PI551927","SJ8518-9"
"5354","Joly","T2-6","A20-17"
"5355","Jonica","Kilo","NA"
"5356","Josaenghingsim","PI551533","Usosio"
"5357","Jota","Unknown_FA_194","Dukat"
"5358","Jubilae","PI617013","PI664365"
"5359","Jubilee_1952","PI551575","Northerner"
"5360","Jubilee_1999","50C130","19A331"
"5361","Jucunda_Improved","PI551623","NA"
"5362","Judibell","EM0620","EM0533"
"5363","Jukhyang","Red_Pearl","Maehyang"
"5364","Julia","Bubach","NA"
"5365","Julien","Peabody's_Seedling","NA"
"5366","Juliet","NA","NA"
"5367","Juline","Unknown_FA_133","SEL_VR_96582"
"5368","July","Warfield","Ionia"
"5369","July_Morn","Redheart","NJ_5"
"5370","Julyana","NA","NA"
"5371","Jumbo","Beaderarena","PI551593"
"5372","Junberry","NA","NA"
"5373","Junberry_2","Junberry","PI617010"
"5374","June_Rockhill","Rockhill","NA"
"5375","Junia_Smaids","Haverland","NA"
"5376","Junimorgen","PI551483","PI666637"
"5377","Junita","NA","NA"
"5378","Jupiter","PI551593","Gandy"
"5379","Juventa","PI264680","Unknown_FA_401"
"5380","K03-1","NA","NA"
"5381","K03-2","NA","NA"
"5382","K05-2","NA","NA"
"5383","K06-12","Willy_5","K99-22"
"5384","K06-13","Willy_4","K99-22"
"5385","K06-14","Willy_2","K99-22"
"5386","K06-16","NA","NA"
"5387","K06-2","Willy_2","K99-22"
"5388","K06-3","Willy_5","K99-22"
"5389","K06-9","NA","NA"
"5390","K08-10","K06-3","K03-1"
"5391","K08-11","K06-12","K03-2"
"5392","K08-17","K06-12","K03-2"
"5393","K1","PP4763","J45.40"
"5394","K10-11","K06-9","K06-2"
"5395","K10-12","K06-9","K06-2"
"5396","K10-13","K05-2","K06-2"
"5397","K10-14","K06-16","K06-2"
"5398","K10-15","K06-16","K06-2"
"5399","K10-16","K06-9","K06-2"
"5400","K10-17","K08-10","K08-17"
"5401","K10-18","K08-10","K08-17"
"5402","K10-19","K05-2","K06-2"
"5403","K10-20","K05-2","K06-2"
"5404","K10-21","K06-16","K06-2"
"5405","K10-26","K06-9","K06-2"
"5406","K10-27","K06-16","K06-2"
"5407","K10-28","K06-16","K06-2"
"5408","K10-32","K06-16","K06-2"
"5409","K10-5","K08-10","K08-17"
"5410","K10-6","K08-10","K08-17"
"5411","K12-10","K10-12","AAC_Lila"
"5412","K6","NA","NA"
"5413","K60-98","PI551575","PI551562"
"5414","K61-87","Guardsman","Guardsman"
"5415","K67-210","PI551602","PI551607"
"5416","K68-58","PI551530","53C009P002"
"5417","K71-8","57C004P001","K60-98"
"5418","K72-4","PI551400","Unknown_FA_245"
"5419","K72-9","PI551425","PI551400"
"5420","K73-18","PI551400","K67-210"
"5421","K7-40","NA","NA"
"5422","K74-12","PI551609","PI551414"
"5423","K74-5","PI551400","PI551595"
"5424","K75-13","K71-8","PI551400"
"5425","K79-4","PI551653","K72-9"
"5426","K79-5","PI551394","PI551589"
"5427","K83-3","PI551589","PI552257"
"5428","K86-19","PI551529","K79-4"
"5429","K87-5","PI551579","K79-5"
"5430","K88-4","PI551588","PI551638"
"5431","K90-22","Pandora","PI616596"
"5432","K90-24","PI616560","PI551406"
"5433","K91-15","PI551915","K86-19"
"5434","K91-2","PI616560","PI616592"
"5435","K93-4","Gea","NY_119"
"5436","K94-15","K90-22","K73-18"
"5437","K952001","NA","NA"
"5438","K95-24","K90-24","K91-15"
"5439","K96-5","Sable","K91-2"
"5440","K98-9","K87-5","K93-4"
"5441","K99-22","NA","NA"
"5442","Kaho","NA","NA"
"5443","Kalang","71C101P611","77C030P605"
"5444","Kalicene","Ettersburg_216","PI551907"
"5445","Kalinda","92-050-76","Lowanna"
"5446","Kamila","NA","NA"
"5447","Kanamihime","PI617008","Unknown_FA_298"
"5448","Kanner_King","Glen_Mary","NA"
"5449","Kansas_Prolific","Warfield","NA"
"5450","Kaorino","0028401","0023001"
"5451","Karan","NA","NA"
"5452","Karel","PI617020","Real"
"5453","Karina","Valentine_1941","HYB_INC_14"
"5454","Karla","PI666637","PI551530"
"5455","Karmen","Georg_Soltwedel","PI551559"
"5456","Karola","Unknown_FA_154","Karina"
"5457","Kaster","PI264680","Valentine_1941"
"5458","Kasuga","Twentieth_Century","Starbright"
"5459","Kaunotar","Hella","Glima"
"5460","Keens_Imperial","PI551681","NA"
"5461","Keens_Seedling","Keens_Imperial","NA"
"5462","Keepsake","B1031","B1181"
"5463","Kei_2","PI551536","36C039P004"
"5464","Kei_506","Akanekko","PI641175"
"5465","Kei_507","Lindamore","PI616632"
"5466","Kei203","Kurume48","Echigohime"
"5467","Kei204","Toki","Kurume51"
"5468","Kei210","Kei_2","36C039P004"
"5469","Kei301","Echigohime","Kei204"
"5470","Kei311","Kitanokagayaki","Kei203"
"5471","Kei404","Kei311","Kei301"
"5472","Kei511","FL_69-266","PI616627"
"5473","Kei516","Kurume54","Kei404"
"5474","Kei56","NA","NA"
"5475","Kei609","Kei516","Kei516"
"5476","Kei713","PI617008","PI617008"
"5477","Kei812","Kei713","Kei609"
"5478","Kekiwase","Asuka_Wave","PI679851"
"5479","Kellogg's_Perfection","Rockhill_No.6","PI551828"
"5480","Kellogg's_Prize","NA","NA"
"5481","Ken_Sheehy","B6.117","D5.23"
"5482","Kendall","Richmond_Red","NA"
"5483","Kentaro","Kita-ekubo","PI616632"
"5484","Kentish_Favorite","Captain","Waterloo"
"5485","Kentucky","Downer's_Prolific","NA"
"5486","Kerr_Prolific","NA","NA"
"5487","Keumhyang","PI679851","PI617008"
"5488","Kevitt","Bubach","Parker_Earle"
"5489","Key_Largo","Z_2","Commander_1989"
"5490","KGEM0148","NA","NA"
"5491","KGEM0175","NA","NA"
"5492","KGEM0629-001","NA","NA"
"5493","KGEM0631-001","NA","NA"
"5494","KGEM93","NA","NA"
"5495","Kiewa","Tallara","77C032P103"
"5496","Kiharu","NA","NA"
"5497","Killarney","Jessie","Maximus"
"5498","Kilo","Rosa_Linda","Demetra"
"5499","Kimberly","77C032P103","PI551483"
"5500","Kimovka","NA","NA"
"5501","King","Unknown_FA_329","Unknown_FA_329"
"5502","King_Cluster","NA","NA"
"5503","King_George_V","PI551615","Louis_Gauthier"
"5504","King_of_the_Earlies","Black_Prince","PI551620"
"5505","Kinuama","NA","NA"
"5506","Kissena","British_Queen","Unknown_FV_019"
"5507","Kita-ekubo","Unknown_FA_299","PI616627"
"5508","Kitanokagayaki","Belle_Rouge","71C101P611"
"5509","Kiyoka","Unknown_FA_300","NA"
"5510","Klettererdebeere","NA","NA"
"5511","Knight's_Large_Scarlet","NA","NA"
"5512","Kobe-1","NA","NA"
"5513","Kogyoku","PI551479","PI551479"
"5514","Kohuku","NA","NA"
"5515","Koju","Shuka","PI616627"
"5516","Kokinskaya_rannyaya","PI551395","Eva_Macherauch"
"5517","Komet","Nb_72/13","Splendida"
"5518","Konia","PI551579","Calea"
"5519","Konig_von_Sachsen","NA","NA"
"5520","Konigin_Luise","NA","NA"
"5521","Konservnaya_Plotnaya","Rubinovy_Kulon","PI551534"
"5522","Konvoy","Fairmore","PI551564"
"5523","Konwoy-Cascata","Conwoy","NA"
"5524","Koralowa_100","Laxton's_Noble","Culver"
"5525","Koro","PI551842","PI551479"
"5526","Korrado","138-16-25","PI551530"
"5527","Kortes","Fertodi_602/16","F602/2"
"5528","Kouril","R_13_25","PI551483"
"5529","Kramer","Wilson","NA"
"5530","Krasavitsa","PI551483","PI616859"
"5531","Krasavitsa_Zagoria","NA","NA"
"5532","Krasnaya_Kapelka","Kimovka","Prinevskaya"
"5533","Kristina","PI264680","Valentine_1941"
"5534","Kubenskaya","NA","NA"
"5535","Kulkari","NA","NA"
"5536","Kumaken-I-548","Unknown_FA_301","Unknown_FA_302"
"5537","Kuropatkin","William_Belt","T.W._Matthews"
"5538","Kurume_IH_1","PI616632","Unknown_FX_005"
"5539","Kurume_IH_4","Nou-1","Red_Ruby"
"5540","Kurume_Sokusei-3","NA","NA"
"5541","Kurume34","PI551557","36C039P004"
"5542","Kurume48","NA","NA"
"5543","Kurume49","PI616632","PI617010"
"5544","Kurume51","NA","NA"
"5545","Kurume53","NA","NA"
"5546","Kurume54","NA","NA"
"5547","Kurume55","NA","NA"
"5548","Kurume56","Sachinoka","Unknown_FA_304"
"5549","Kurume57","Sachinoka","Unknown_FA_305"
"5550","KY_1","KY_9","Dixieland"
"5551","KY_113","KY_15","KY_15"
"5552","KY_15","NA","NA"
"5553","KY_29","KY_9","Dixieland"
"5554","KY_45","KY_9","KY_9"
"5555","KY_48","Dixieland","KY_15"
"5556","KY_49","KY_15","KY_9"
"5557","KY_51","KY_9","KY_9"
"5558","KY_82","KY_15","KY_15"
"5559","KY_9","NA","NA"
"5560","Kyoko","PI617008","Unknown_FA_307"
"5561","Kyokuho","PI617007","PI551415"
"5562","L_11","NA","NA"
"5563","L_181","NA","NA"
"5564","L_38","NA","NA"
"5565","L_9/87","NA","NA"
"5566","L1","NA","NA"
"5567","L2","NA","NA"
"5568","L3","NA","NA"
"5569","L44.1","NA","NA"
"5570","L88.101","NA","NA"
"5571","LA_2246","NA","NA"
"5572","LA_2556","NA","NA"
"5573","LA_59-138","NA","NA"
"5574","LA_59-2012","NA","NA"
"5575","LA_6379","NA","NA"
"5576","LA_6632","NA","NA"
"5577","LA_6995","NA","NA"
"5578","LA_7517","NA","NA"
"5579","LA_7525-A","NA","NA"
"5580","LA_7922","NA","NA"
"5581","LA_8208","PI551396","LA_883"
"5582","LA_8220","NC_4093","PI551917"
"5583","LA_8310","LA_2556","LA_6379"
"5584","LA_8311","LA_2556","LA_883"
"5585","LA_8318","FL_76-570","MSUS_39"
"5586","LA_8406","MSUS_42","FL_73-1872"
"5587","LA_8408","MSUS_31","FL_73-1872"
"5588","LA_8409","LA_7525-A","US_78-1769"
"5589","LA_8415","US_78-1839_AN","LA_7517"
"5590","LA_8419","US_78-1839_AN","LA_7517"
"5591","LA_883","NA","NA"
"5592","La_Chapelaine","PI552259","77C032P103"
"5593","La_Cle_Des_Champs","SJ89244-6E","SJ8518-11"
"5594","La_Constante","Unknown_FC_025","Unknown_FV_018"
"5595","La_France_Pacifique","NA","NA"
"5596","La_Perle_Rose","Louis_Gauthier","La_Constante"
"5597","LA-0-242","LA-7-42","LA-117-1-45-3"
"5598","LA0318","PI616500","NY_844"
"5599","LA0407","NA","NA"
"5600","LA0657","Providence","Providence"
"5601","LA0988","NA","NA"
"5602","LA1047","NA","NA"
"5603","LA-117-1-45-3","Marion_Bell","Marion_Bell"
"5604","LA3-1169","LA-0-242","PI664330"
"5605","LA-6-30-45-7","PI664330","PI664330"
"5606","LA-7-27","LA-6-30-45-7","PI551438"
"5607","LA-7-42","PI551438","Konvoy"
"5608","LA866","NA","NA"
"5609","LA915","NA","NA"
"5610","LA923","NA","NA"
"5611","LA941","NA","NA"
"5612","LA976","NA","NA"
"5613","LA988","Unknown_FA_223","Unknown_FA_224"
"5614","LA998","Unknown_FA_082","Unknown_FA_085"
"5615","L'Acadie","PI551580","PI551407"
"5616","Lacombe","Late_Stevens","PI551828"
"5617","Ladies'_Aromatic","Ladies'_Pine","NA"
"5618","Ladies'_Pine","Burr's_Seedling","NA"
"5619","Lady_Finger","NA","NA"
"5620","Lady_Jane","Haverland","Hoffman"
"5621","Lady_of_the_Lake","Prince_Albert","Brighton_Pine"
"5622","Lady_Suffield","Lord_Suffield","Empress_of_India"
"5623","Lady_Thompson","NA","NA"
"5624","Laetitia","NA","NA"
"5625","Lafollette","McKinley","NA"
"5626","Lakomaya","PI264680","PI551596"
"5627","Lanai","62A313","San_Juan"
"5628","Large_Early_Scarlet","The_Native_Scarlet","NA"
"5629","Lassen_S1","36C003P001","36C003P001"
"5630","Late_Cross","PI551906","NA"
"5631","Late_Leopold","NA","NA"
"5632","Late_Stevens","Cumberland","NA"
"5633","Latest","Jewell","Belmont"
"5634","Latest_Of_All","British_Queen","Helena_Gloede"
"5635","Latham","Triomphe_de_Gand","NA"
"5636","Laura","EM147","EM86"
"5637","Laurel","PI551406","PI616560"
"5638","L'Authentique_Orleans","L'Acadie","Joliette"
"5639","Laxton_No.1","Laxton's_Noble","May_Queen"
"5640","Laxtonian","NA","NA"
"5641","Laxton's_Climax","Latest_Of_All","Waterloo"
"5642","Laxton's_Latest","Latest_Of_All","NA"
"5643","Laxton's_Leader","Latest_Of_All","Laxton's_Noble"
"5644","Laxton's_Monarch","Latest_Of_All","Captain"
"5645","Laxton's_No.500","NA","NA"
"5646","Laxton's_Noble","Foreman_Excelsior","Sharpless"
"5647","Laxton's_Omega","Bedford_Champion","NA"
"5648","Le_Baron","Swainstone","NA"
"5649","Leader","NA","NA"
"5650","Legal_Tender","Lady_Finger","Cinderella"
"5651","Lehigh","Crescent","NA"
"5652","Lekoberluda","NA","NA"
"5653","Leningradskaja_Pozdnjaja","Victor","Saxon"
"5654","Lennig","Wilson","NA"
"5655","Lester_Lovett","Gandy","NA"
"5656","Levan","NA","NA"
"5657","Leviathan","Sharpless","NA"
"5658","Lewisham_Scarlet","Hudson_Bay","NA"
"5659","LF_9","PI664337","PI664337"
"5660","LH_10-6","NA","NA"
"5661","LH_28-1","NA","NA"
"5662","LH_39-15","NA","NA"
"5663","LH_40-4","NA","NA"
"5664","Lia","NA","NA"
"5665","Liberty","Honor","BG-1445"
"5666","Liberty_Bell","Gandy","NA"
"5667","Lidka","Gento","Ostara"
"5668","Lido","NA","NA"
"5669","Lili","NA","NA"
"5670","Lina","Unknown_FA_282","Unknown_FA_281"
"5671","Lincoln","Donna_1984","85-24-1"
"5672","Lindalicious","PI551479","NA"
"5673","Lindamore","PI641175","PI617007"
"5674","Lindenwald","Bubach","Jessie"
"5675","Linosa","CIVRI30","R6R7-19"
"5676","Lions_Head_3","NA","NA"
"5677","Lion's_Head_3","Unknown_FV_015","NA"
"5678","Livingston","Warfield","Jessie"
"5679","Liza","NA","NA"
"5680","Locke_Lake_Ruby","Red_Rich","NA"
"5681","Logan","Crescent","NA"
"5682","Longfellow","NA","NA"
"5683","Longfield","Warfield","NA"
"5684","Longworth","Hovey","Swainstone"
"5685","Loomis_No.6","NA","NA"
"5686","Loomis_Pearl","Gandy","NA"
"5687","Loran","NA","NA"
"5688","Lord_Beatty","Bedford_Champion","NA"
"5689","Lord_Kitchener","British_Queen","Waterloo"
"5690","Lord_Suffield","Countess","British_Queen"
"5691","Lorette","NA","NA"
"5692","Louie","NA","NA"
"5693","Louis_Ella","Brandywine","NA"
"5694","Louis_Gauthier","Belle_de_Meaux","Marguerite_Lebreton"
"5695","Louis_Hubach","Warfield","Lady_Thompson"
"5696","Lourdesa","NA","NA"
"5697","Lovett","Crescent","Wilson"
"5698","Lowanna","75C071P107","89-064-1"
"5699","Loyal","Superb","NA"
"5700","Lucetta","Bubach","NA"
"5701","Luch_VIRa","NA","NA"
"5702","Lucia","5E10","Sweet_Ann"
"5703","Lucida","NA","NA"
"5704","Lucida_Perfecta","Lucida","British_Queen"
"5705","Lucie_Boiselet","NA","NA"
"5706","Lucious_Red","NA","NA"
"5707","Lucky_Cross","Productive","NA"
"5708","Lucretta","Bubach","NA"
"5709","Lucy","Unknown_FA_283","Rapella"
"5710","Luiza","NA","NA"
"5711","Lulu","Crescent","Hoffman"
"5712","Lumina","36C039P004","Unknown_FA_135"
"5713","Lumotar","Unknown_FA_187","88C024P603"
"5714","Luna","75C071P107","Real"
"5715","Luna_1934","Late_Leopold","PI551620"
"5716","Lustre","Felten_3001","Felten_3700"
"5717","Luxury","Brandywine","Williams"
"5718","Lvovskaya_Rannyaya","NA","NA"
"5719","Lyons","Bubach","NA"
"5720","M_1","NA","NA"
"5721","M1","NA","NA"
"5722","Macao","NA","NA"
"5723","Macarena","88-033","9150"
"5724","Macherauch's_Dauerernte","Ada_Herzberg","Prinz_Julius_Ernst"
"5725","Macherauch's_Fruhernte","PI551626","Amerikanischer_Samling_II"
"5726","Macherauch's_Marieva","Unknown_FA_007","Georg_Soltwedel"
"5727","Macherauch's_Spaternte","PI664365","Georg_Soltwedel"
"5728","Machern","PI664363","NA"
"5729","Machuzhinka","PI551477","Nelslukhnyanka"
"5730","Mackensen","NA","NA"
"5731","Mackenzie","Excelsior_1892","PI551593"
"5732","Madame_Lefebvre","NA","NA"
"5733","Madame_Poincare","Saint_Joseph","Lucie_Boiselet"
"5734","Madeira","7C171","21Y13"
"5735","Madeleine","Miranda_1993","PI552260"
"5736","Mae","Rosie_1991","Onebor"
"5737","Maehyang","Tochinomine","PI679851"
"5738","Magdusia","NA","NA"
"5739","Maggie","Wilson","Nicaise"
"5740","Magic","PI551540","MDUS_4044"
"5741","Magnate","Warfield","NA"
"5742","Magnum_Bonum","Ladies'_Pine","PI551623"
"5743","Magnus","Hunn","PI551842"
"5744","Magoon","NA","NA"
"5745","Magura","Unknown_FA_159","PI551483"
"5746","Maincrop","Bedford_Champion","The_Laxton"
"5747","Maine_55","PI551593","PI551630"
"5748","Mainperle","Sieger","PI551632"
"5749","Majestic_1924","International","NA"
"5750","Majestic_1940","PI551593","NA"
"5751","Majesty","PS-3003","PS-4634"
"5752","Majoral","Harvester","Gariguette"
"5753","Malach","Dorit","77C032P103"
"5754","Malah","Dorit","77C032P103"
"5755","Malga","Irma","SG8"
"5756","Malibu","Marathon","Sonora"
"5757","Malinda","NA","NA"
"5758","Malling_Centenary","SDBL102","EM1315"
"5759","Malling_Glow","EM881","Elegance"
"5760","Malling_Opal","EMR153","EM0707"
"5761","Malling_Pearl","EMR153","EM0707"
"5762","Malling_Silk","EM834","EM1267"
"5763","Malling_Sunrise","PI616854","EM1231"
"5764","Malvina","Hovey","NA"
"5765","Malwina","Unknown_FA_426","Sophie"
"5766","Mamie","Harvester","Gariguette"
"5767","Manchester","NA","NA"
"5768","Manhyang","PI617010","Akanekko"
"5769","Manil","Unknown_FA_236","Unknown_FA_237"
"5770","Manille","Gariguette","Unknown_FA_177"
"5771","Manitoba_wild","NA","NA"
"5772","Manokin","Crescent","Sharpless"
"5773","Manwell","Crescent","Sharpless"
"5774","Maple_Bank","Crescent","Wilson"
"5775","Mara_des_Bois","Unknown_FA_156","Unknown_FA_155"
"5776","Marabella","Valeta","77C032P103"
"5777","Maragrande","Ostara","Marastar"
"5778","Marajox","PI616586","NA"
"5779","Maraline","56C124P012","PI551530"
"5780","Maraprime","Gariguette","77C036P604"
"5781","Marascor","65C272P105","Maxim"
"5782","Marastar","NA","NA"
"5783","Marastil","Souvenir_de_Charles_Machiroux","PI551563"
"5784","Marathon","Key_Largo","L3"
"5785","Marcat","Onebor","Dukat"
"5786","Marconi","Warfield","Enhance"
"5787","Marduk","Onebor","Dukat"
"5788","Maregal","63C125P039","Surprise_des_Halles"
"5789","Mareva","Mara_des_Bois","77C036P604"
"5790","Margherita","Siris","71C101P611"
"5791","Marguerite","Jewell","Jessie"
"5792","Marguerite_Lebreton","Sir_Harry","NA"
"5793","Mari","PI551477","PI617023"
"5794","Maria","Surprise_des_Halles","Anneliese"
"5795","Mariana","Bubach","NA"
"5796","Marie","Crescent","Cumberland_Triumph"
"5797","Marieva","NA","NA"
"5798","Marilyn","PI551579","Onebor"
"5799","Marin","67C253","Lido"
"5800","Marina","Cartuno","88C024P603"
"5801","Mariola","72C266P604","77C032P103"
"5802","Marion_Bell","Fairmore","Fairmore"
"5803","Marisol","Siris","Tudla"
"5804","Marjolaine","Maraline","NA"
"5805","Mark","Sharpless","NA"
"5806","Mark_Hanna","Bubach","NA"
"5807","Markee","NA","NA"
"5808","Marlate_1989","89-258","88-0-12"
"5809","Marloun","Clone_23/6","PI551483"
"5810","Marmion","Crusader","PI551530"
"5811","Maroochy_Blaze","77C032P103","Redlands_Hope"
"5812","Maroochy_Flame","77C032P103","Redlands_Kabarla"
"5813","Maroochy_Jewel","77C032P103","Redlands_Kabarla"
"5814","Maroochy_Redgem","Rubygem","AU_2004-290"
"5815","Maroochy_Starfire","77C032P103","Redlands_Kabarla"
"5816","Maroochy_Sundew","Redlands_Kabarla","77C032P103"
"5817","Marquise","PI552260","77C030P605"
"5818","Marrionnet_hybrid","NA","NA"
"5819","Marshal_Foch","The_Bedford","Sir_J._Paxton"
"5820","Marshmello","PI551588","Hapil"
"5821","Martha","Wilson","NA"
"5822","Maruska","NA","NA"
"5823","Marvel_1915","PI551828","Warfield"
"5824","Marvel_2001","PS-1269","PS-2280"
"5825","Marvin","Wilson","PI551623"
"5826","Mary_1894","Windsor","NA"
"5827","Mary_1903","Bubach","NA"
"5828","Marys_Peak","PI637957","ORUS_1723-3"
"5829","Marysa","Georg_Soltwedel","PI551559"
"5830","Mascot","NA","NA"
"5831","Masterpiece","Mastodon","NA"
"5832","Mastodon","Kellogg's_Prize","Superb"
"5833","Matilda","Triomphe_de_Gand","NA"
"5834","Matis","Marrionnet_hybrid","Mara_des_Bois"
"5835","Maud_Muller","Excelsior_1892","NA"
"5836","Mauranna","NA","NA"
"5837","Maxim","NA","NA"
"5838","Maximus","NA","NA"
"5839","May_King","Crescent","NA"
"5840","May_Queen","NA","NA"
"5841","Maya","NA","NA"
"5842","Mayflower","EM639","ISF_80-52-1"
"5843","Maytime","Missionary","PI551479"
"5844","Maywood","Sample","Glen_Mary"
"5845","MB-5","NA","NA"
"5846","McAlpine","Glen_Mary","Bubach"
"5847","McAvoy's_Superior","Hovey","Swainstone"
"5848","McClintock","Aroma","Aroma"
"5849","McKinley","NA","NA"
"5850","McNeil","Hoffman","NA"
"5851","Mden","President","PI551842"
"5852","MDUS_1972","PI551421","PI551766"
"5853","MDUS_2101","PI551532","PI551766"
"5854","MDUS_2188","MDUS_1972","PI551532"
"5855","MDUS_2321","PI551558","MDUS_1972"
"5856","MDUS_2350","PI551423","Tennessee_Shipper"
"5857","MDUS_2359","PI551423","PI551532"
"5858","MDUS_2386","Dixieland","PI551558"
"5859","MDUS_2596","PI551614","US_4152"
"5860","MDUS_2611","US_4152","PI551614"
"5861","MDUS_2650","MDUS_2188","MDUS_2650_pollen_parent"
"5862","MDUS_2650_pollen_parent","Fairpeake","Unknown_FA_259"
"5863","MDUS_2700","PI551477","PI551614"
"5864","MDUS_2713","PI551609","PI551598"
"5865","MDUS_2787","MDUS_2359","MDUS_2101"
"5866","MDUS_2856","MDUS_2350","PI551598"
"5867","MDUS_2905","PI551401","PI551598"
"5868","MDUS_2921","PI551613","MDUS_2321"
"5869","MDUS_2927","PI551598","US_3919"
"5870","MDUS_2966","MDUS_2386","PI551598"
"5871","MDUS_2992","US_3919","MDUS_2321"
"5872","MDUS_3022","MDUS_2321","PI551765"
"5873","MDUS_3023","MDUS_2321","PI551765"
"5874","MDUS_3082","NC_1768","PI551598"
"5875","MDUS_3364","PI551532","PI551482"
"5876","MDUS_3399","MDUS_2611","PI551613"
"5877","MDUS_3413","MDUS_2611","PI551613"
"5878","MDUS_3575","NA","NA"
"5879","MDUS_3603","MDUS_3022","MDUS_2596"
"5880","MDUS_3694","PI551595","MDUS_2992"
"5881","MDUS_3700","MDUS_2966","NJ_821-5"
"5882","MDUS_3748","MDUS_3023","PI551482"
"5883","MDUS_3771","NA","NA"
"5884","MDUS_4044","NA","NA"
"5885","MDUS_4083","NA","NA"
"5886","MDUS_4116","MDUS_3082","MDUS_3748"
"5887","MDUS_430","PI551630","PI551479"
"5888","MDUS_4319","NA","NA"
"5889","MDUS_4377","PI551482","MDUS_3082"
"5890","MDUS_4386","PI551482","MDUS_3082"
"5891","MDUS_4409","MDUS_3399","PI551595"
"5892","MDUS_4426","MDUS_3700","PI551433"
"5893","MDUS_4455","PI551929","PI551929"
"5894","MDUS_4457","MDUS_3603","MDUS_3603"
"5895","MDUS_4461","MDUS_2921","MDUS_2921"
"5896","MDUS_4463","PI551483","PI551928"
"5897","MDUS_4484","NA","NA"
"5898","MDUS_4493","NA","NA"
"5899","MDUS_4509","MDUS_2856","MDUS_2856"
"5900","MDUS_4515","PI551598","PI551598"
"5901","MDUS_4519","MDUS_4461","MDUS_4461"
"5902","MDUS_4520","MDUS_4461","MDUS_4461"
"5903","MDUS_4579","MDUS_4116","MDUS_4457"
"5904","MDUS_4616","PI551407","PI551930"
"5905","MDUS_4649","NA","NA"
"5906","MDUS_4683","NA","NA"
"5907","MDUS_481","PI551630","PI551479"
"5908","MDUS_5054","NA","NA"
"5909","MDUS_5056","PI551934","PI551936"
"5910","MDUS_5132","PI551398","MDUS_4409"
"5911","MDUS_5180","NA","NA"
"5912","MDUS_5199","NA","NA"
"5913","MDUS_5252","NA","NA"
"5914","MDUS_5347","PI551595","72C266P604"
"5915","MDUS_5393","MDUS_5056","NJ_73-215-8"
"5916","ME_55","PI551593","PI551630"
"5917","Medina","Z_45","77C030P605"
"5918","Megana","PI551579","Senga_Rigensa"
"5919","Megumi","Unknown_FA_308","PI616632"
"5920","Meiho","PI551536","PI617007"
"5921","Mele","Crescent","NA"
"5922","Melissa","Siris","Margherita"
"5923","Mellany","NA","NA"
"5924","Mellie_Hubach","Warfield","Lady_Thompson"
"5925","Mentmore","Laxton's_Noble","British_Queen"
